product_id,name,description,category
0375550000,"DU Halbeinbauwaschtisch DuraStyle 550 mm mit ÜL, mit HLB, 1 HL, weiß","Duravit DuraStyle Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
03755500001,"DU Halbeinbauwaschtisch DuraStyle 550 mm mit ÜL, mit HLB, 1 HL, weiß WonderGliss","Duravit DuraStyle Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, WonderGliss, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
0378550000,"DU Halbeinbau-WT ME by Starck 550 mm mit ÜL, mit HLB, 1 HL, weiß","Duravit ME by Starck Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
03785500001,"DU Halbeinbau-WT ME by Starck 550 mm mit ÜL, mit HLB, 1 HL, weiß WonderGliss","Duravit ME by Starck Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, WonderGliss, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
0378553200,"DU Halbeinbau-WT ME by Starck 550 mm mit ÜL, mit HLB, 1 HL, weiß seidenmatt","Duravit ME by Starck Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Seidenmatt, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
03785532001,"DU Halbeinbau-WT ME by Starck 550 mm m.ÜL, m.HLB, 1 HL, weiß seidenmatt, WG","Duravit ME by Starck Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x455 mm, Weiß Seidenmatt, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, WonderGliss, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
0379500000,"DU Aufsatzbecken Luv 500x350mm geschliffen, o.ÜL, o.HLB, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03795000001,"DU Aufsatzbecken Luv 500x350mm geschliffen, o.ÜL, o.HLB, weiß, WGL","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0379502300,"DU Aufsatzbecken Luv 500x350mm geschl.,o.ÜL,o.HLB,weiß/grau sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03795023001,"DU Aufsatzbecken Luv 500x350mm geschl.,o.ÜL,o.HLB,weiß/grau sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0379502600,"DU Aufsatzbecken Luv 500x350mm geschl.,o.ÜL,o.HLB,weiß/weiß sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03795026001,"DU Aufsatzbecken Luv 500x350mm geschl.,o.ÜL,o.HLB,weiß/weiß sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0379600000,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03796000001,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, weiß, WonderGliss","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0379602300,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, grau seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03796023001,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, grau seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0379602600,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, weiß seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03796026001,"DU Aufsatzbecken Luv 600mm o.ÜL, o.HLB, weiß seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0379700000,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03797000001,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß,WGL","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0379702300,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß/grau sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03797023001,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß/grau sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0379702600,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß/weiß sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03797026001,"DU Aufsatzbecken Luv 700mm geschl.,o.ÜL,o.HLB,weiß/weiß sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0379800000,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03798000001,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, weiß, WonderGliss","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0379802300,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, grau seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03798023001,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, grau seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0379802600,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, weiß seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03798026001,"DU Aufsatzbecken Luv 800mm o.ÜL, o.HLB, weiß seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Nein, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0380500000,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03805000001,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß,WGL","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0380502300,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß/grau sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03805023001,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß/grau sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0380502600,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß/weiß sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
03805026001,"DU Aufsatzbecken Luv 500mm, geschliffen o.ÜL,m.HLB,1HL,weiß/weiß sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 500 mm",Keramik
0380600000,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03806000001,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, weiß, WonderGliss","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0380602300,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, grau seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03806023001,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, grau seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0380602600,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, weiß seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
03806026001,"DU Aufsatzbecken Luv 600mm o.ÜL, m.HLB, 1 HL, weiß seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 600 mm",Keramik
0380700000,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03807000001,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß,WGL","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0380702300,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß/grau sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03807023001,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß/grau sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0380702600,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß/weiß sdm.","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
03807026001,"DU Aufsatzbecken Luv 700mm, geschliffen o.ÜL,m.HLB,1HL,weiß/weiß sdm.,WGL","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 700 mm",Keramik
0380800000,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03808000001,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, weiß, WonderGliss","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0380802300,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, grau seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03808023001,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, grau seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0380802600,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, weiß seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
03808026001,"DU Aufsatzbecken Luv 800mm o.ÜL, m.HLB, 1 HL, weiß seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Mitte, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Mitte, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 800 mm",Keramik
0381420000,"DU Aufsatzbecken Luv 420mm o.ÜL, m.HLB seitl., 1HL, weiß","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
03814200001,"DU Aufsatzbecken Luv 420mm o.ÜL,m.HLB seitl.,1HL,weiß,WonderGliss","Duravit Luv Aufsatzbecken, Weiß Hochglanz, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
0381422300,"DU Aufsatzbecken Luv 420mm o.ÜL, m.HLB seitl., 1HL, grau seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
03814223001,"DU Aufsatzbecken Luv 420mm o.ÜL, m.HLB seitl., 1HL, grau seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Grau Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
0381422600,"DU Aufsatzbecken Luv 420mm o.ÜL, m.HLB seitl., 1HL, weiß seidenmatt","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
03814226001,"DU Aufsatzbecken Luv 420mm o.ÜL, m.HLB seitl., 1HL, weiß seidenmatt, WG","Duravit Luv Aufsatzbecken, Innenfarbe Weiß Hochglanz, Aussenfarbe Weiß Seidenmatt, DuraCeram®, Oval, Anzahl Waschplätze: 1 Links, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1 Seitlich, Überlauf: Nein, Geschliffen, WonderGliss, Inkl. Keramische Ventilabdeckhaube, Inkl. Schaftventil, 420 mm",Keramik
0382550000,"DU Halbeinbau-WT Vero Air 550mm m.ÜL, m.HLB, 1HL, weiß","Duravit Vero Air Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x470 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
03825500001,"DU Halbeinbau-WT Vero Air 550mm m.ÜL, m.HLB, 1HL, weiß, WG","Duravit Vero Air Halbeinbauwaschtisch, Ausführung Waschtisch: Einbau, 550x470 mm, Weiß Hochglanz, Hahnlochbank: Ja, Anzahl Hahnlöcher pro Waschplatz: 1, Überlauf: Ja, Montageart: Einbau von oben, WonderGliss, Inkl. Befestigung für Einbau in Holzkonsolen, Von unten glasiert",Keramik
